"RID","on_foot","bike","car","distance_walk","time_walk","distance_bike","time_bike","distance_car","time_car","mean_dist","mean_time"
42332,1,1,0,1039,853,1117,221,NA,NA,1078,537
42333,1,0,0,1166,933,NA,NA,NA,NA,1166,933
42337,1,1,1,3106,2862,3291,1080,5138,438,3845,1460
42339,1,0,0,1940,1616,NA,NA,NA,NA,1940,1616
42344,0,0,1,NA,NA,NA,NA,1119,244,1119,244
42346,1,0,0,88938,72322,NA,NA,NA,NA,88938,72322
42348,0,0,1,NA,NA,NA,NA,8446,906,8446,906
42350,1,1,1,1173,1046,1173,308,605,134,983.666666666667,496
42364,1,0,0,245,236,NA,NA,NA,NA,245,236
42365,1,0,0,2793,2264,NA,NA,NA,NA,2793,2264
42368,0,1,0,NA,NA,6234,1206,NA,NA,6234,1206
42373,1,1,0,7118,5670,7118,1242,NA,NA,7118,3456
42374,1,0,0,1212,997,NA,NA,NA,NA,1212,997
42378,1,0,0,3154,2642,NA,NA,NA,NA,3154,2642
42383,0,0,1,NA,NA,NA,NA,1838,313,1838,313
42385,1,1,0,3807,3125,3812,769,NA,NA,3809.5,1947
42387,1,1,0,645,521,645,110,NA,NA,645,315.5
42390,0,0,1,NA,NA,NA,NA,9307,1232,9307,1232
42393,0,0,1,NA,NA,NA,NA,2605,402,2605,402
42398,1,0,0,1110,994,NA,NA,NA,NA,1110,994
42400,1,0,0,2501,2094,NA,NA,NA,NA,2501,2094
42404,1,0,0,3537,2990,NA,NA,NA,NA,3537,2990
42409,0,0,1,NA,NA,NA,NA,14950,881,14950,881
42413,0,1,0,NA,NA,20580,3717,NA,NA,20580,3717
42420,0,0,1,NA,NA,NA,NA,32952,2481,32952,2481
42423,1,0,0,1413,1156,NA,NA,NA,NA,1413,1156
42428,1,0,0,981,805,NA,NA,NA,NA,981,805
42430,1,1,0,4017,3239,4040,761,NA,NA,4028.5,2000
42433,0,0,1,NA,NA,NA,NA,1891,299,1891,299
42435,1,1,0,1076,893,1076,255,NA,NA,1076,574
42438,1,0,0,455,358,NA,NA,NA,NA,455,358
42441,0,1,1,NA,NA,15037,2544,14712,1091,14874.5,1817.5
42443,0,0,0,NA,NA,NA,NA,14297,974,14297,974
42444,0,0,1,NA,NA,NA,NA,12371,1062,12371,1062
42448,1,1,0,1659,1343,2098,440,NA,NA,1878.5,891.5
42452,0,0,0,NA,NA,NA,NA,8689,827,8689,827
42455,0,1,1,NA,NA,4381,901,4286,313,4333.5,607
42456,1,0,0,2559,2064,NA,NA,NA,NA,2559,2064
42460,1,0,0,883,731,NA,NA,NA,NA,883,731
42461,1,0,0,353,283,NA,NA,NA,NA,353,283
42462,1,0,0,1334,1276,NA,NA,NA,NA,1334,1276
42468,0,1,0,NA,NA,25506,4654,NA,NA,25506,4654
42470,0,0,1,NA,NA,NA,NA,2966,352,2966,352
42485,1,0,0,1306,1046,NA,NA,NA,NA,1306,1046
42488,1,0,0,1152,969,NA,NA,NA,NA,1152,969
42497,0,0,1,NA,NA,NA,NA,23007,1400,23007,1400
42500,1,1,0,1806,1585,1823,527,NA,NA,1814.5,1056
42504,1,0,0,2063,1682,NA,NA,NA,NA,2063,1682
42506,1,0,0,419,338,NA,NA,NA,NA,419,338
42513,1,1,1,1718,1451,2174,474,1756,390,1882.66666666667,771.666666666667
42521,1,1,0,17754,14461,20485,3934,NA,NA,19119.5,9197.5
42527,1,0,0,457,385,NA,NA,NA,NA,457,385
42533,1,1,0,3473,3400,3473,1543,NA,NA,3473,2471.5
42538,0,0,1,NA,NA,NA,NA,9205,670,9205,670
42541,1,0,1,615,492,NA,NA,1787,155,1201,323.5
42542,1,0,0,1700,1354,NA,NA,NA,NA,1700,1354
42546,1,0,0,2397,2013,NA,NA,NA,NA,2397,2013
42548,1,0,0,483,389,NA,NA,NA,NA,483,389
42551,1,1,0,27582,22239,29126,5315,NA,NA,28354,13777
42556,1,0,0,566,579,NA,NA,NA,NA,566,579
42575,1,0,0,6528,5298,NA,NA,NA,NA,6528,5298
42582,0,0,1,NA,NA,NA,NA,135065,6387,135065,6387
42585,0,1,1,NA,NA,933,145,5553,939,3243,542
42592,1,1,0,1004,811,1080,187,NA,NA,1042,499
42596,0,0,1,NA,NA,NA,NA,15741,1698,15741,1698
42601,0,1,0,NA,NA,1166,185,NA,NA,1166,185
42603,1,0,0,875,718,NA,NA,NA,NA,875,718
42605,1,0,0,9725,7991,NA,NA,NA,NA,9725,7991
42607,0,0,1,NA,NA,NA,NA,7978,738,7978,738
42616,0,0,1,NA,NA,NA,NA,6959,975,6959,975
42620,1,0,0,440,382,NA,NA,NA,NA,440,382
42622,1,1,0,9350,7645,10316,1921,NA,NA,9833,4783
42627,1,0,0,11370,9277,NA,NA,NA,NA,11370,9277
42631,0,0,1,NA,NA,NA,NA,1822,205,1822,205
42635,0,0,1,NA,NA,NA,NA,975,178,975,178
42636,0,0,1,NA,NA,NA,NA,8608,846,8608,846
42644,1,0,1,3637,2868,NA,NA,3494,456,3565.5,1662
42646,0,0,0,NA,NA,NA,NA,764,139,764,139
42647,1,0,1,3186,2915,NA,NA,3772,285,3479,1600
42648,0,0,1,NA,NA,NA,NA,1703,377,1703,377
42650,1,0,0,3157,2584,NA,NA,NA,NA,3157,2584
42652,1,0,0,798,691,NA,NA,NA,NA,798,691
42656,1,0,0,2301,1968,NA,NA,NA,NA,2301,1968
42658,1,1,0,1432,1176,1646,347,NA,NA,1539,761.5
42659,1,0,0,3651,3042,NA,NA,NA,NA,3651,3042
42665,0,0,0,NA,NA,NA,NA,1919,344,1919,344
42667,1,1,1,10491,8831,11809,2437,14924,1364,12408,4210.66666666667
42669,1,0,0,1084,867,NA,NA,NA,NA,1084,867
42690,1,0,0,1266,1025,NA,NA,NA,NA,1266,1025
42696,1,0,0,2520,2072,NA,NA,NA,NA,2520,2072
42702,1,1,0,1747,1409,1745,389,NA,NA,1746,899
42708,1,1,0,5204,4579,5992,1668,NA,NA,5598,3123.5
42710,0,0,1,NA,NA,NA,NA,27027,2040,27027,2040
42711,1,0,0,477,423,NA,NA,NA,NA,477,423
42717,1,0,0,2010,1855,NA,NA,NA,NA,2010,1855
42728,1,0,1,4961,4051,NA,NA,4623,598,4792,2324.5
42736,1,0,0,32860,27438,NA,NA,NA,NA,32860,27438
42741,0,1,1,NA,NA,3091,994,4344,449,3717.5,721.5
42742,1,0,0,3897,3083,NA,NA,NA,NA,3897,3083
42746,0,0,0,NA,NA,NA,NA,4980,404,4980,404
42747,1,0,0,817,677,NA,NA,NA,NA,817,677
42749,1,1,1,2735,2242,2790,607,2615,356,2713.33333333333,1068.33333333333
42770,1,0,0,567,533,NA,NA,NA,NA,567,533
42771,1,1,0,3455,2969,3546,1031,NA,NA,3500.5,2000
42773,0,0,1,NA,NA,NA,NA,5379,462,5379,462
42777,1,1,0,1801,1492,1948,686,NA,NA,1874.5,1089
42780,1,0,0,4320,3585,NA,NA,NA,NA,4320,3585
42784,1,0,0,2179,1819,NA,NA,NA,NA,2179,1819
42788,0,0,1,NA,NA,NA,NA,497,103,497,103
42790,1,1,1,5340,4301,5409,1036,5399,452,5382.66666666667,1929.66666666667
42795,1,0,0,1495,1230,NA,NA,NA,NA,1495,1230
42801,0,0,1,NA,NA,NA,NA,4003,747,4003,747
42808,1,0,1,47080,40616,NA,NA,51189,3302,49134.5,21959
42817,1,0,0,1481,1217,NA,NA,NA,NA,1481,1217
42828,1,0,0,2089,1776,NA,NA,NA,NA,2089,1776
42830,0,0,1,NA,NA,NA,NA,6012,385,6012,385
42834,1,0,1,28582,24118,NA,NA,30774,2625,29678,13371.5
42837,1,1,0,6504,5486,7380,1626,NA,NA,6942,3556
42839,0,0,1,NA,NA,NA,NA,44459,2014,44459,2014
42841,1,0,0,2018,1642,NA,NA,NA,NA,2018,1642
42847,1,1,0,1591,1300,1580,349,NA,NA,1585.5,824.5
42851,1,0,0,826,666,NA,NA,NA,NA,826,666
42859,0,0,1,NA,NA,NA,NA,22842,1854,22842,1854
42863,1,0,0,1231,992,NA,NA,NA,NA,1231,992
42865,0,0,1,NA,NA,NA,NA,7288,973,7288,973
42866,1,0,0,1524,1145,NA,NA,NA,NA,1524,1145
42868,1,0,0,16157,13104,NA,NA,NA,NA,16157,13104
42874,0,0,1,NA,NA,NA,NA,112612,4778,112612,4778
42882,1,0,0,3394,2815,NA,NA,NA,NA,3394,2815
42891,1,1,0,5002,4036,5076,886,NA,NA,5039,2461
42894,1,1,0,2856,2343,2875,610,NA,NA,2865.5,1476.5
42896,1,0,0,448,380,NA,NA,NA,NA,448,380
42898,1,0,0,1204,996,NA,NA,NA,NA,1204,996
42900,1,0,1,3267,3361,NA,NA,3838,640,3552.5,2000.5
42906,1,0,0,7825,6256,NA,NA,NA,NA,7825,6256
42917,1,0,0,2356,2201,NA,NA,NA,NA,2356,2201
42932,0,0,1,NA,NA,NA,NA,144,21,144,21
42935,1,1,0,4323,3556,4533,1001,NA,NA,4428,2278.5
42938,1,1,0,10887,8877,11505,2186,NA,NA,11196,5531.5
42942,0,1,1,NA,NA,6024,1147,5701,436,5862.5,791.5
42945,1,0,1,807,657,NA,NA,794,143,800.5,400
42947,1,0,1,690,591,NA,NA,1117,172,903.5,381.5
42948,0,0,0,NA,NA,NA,NA,4318,565,4318,565
42950,1,1,0,197,160,197,97,NA,NA,197,128.5
42951,1,0,1,6668,5534,NA,NA,8003,1019,7335.5,3276.5
42962,0,1,0,NA,NA,1735,327,NA,NA,1735,327
42970,1,0,0,36032,30786,NA,NA,NA,NA,36032,30786
42973,1,0,0,3811,3121,NA,NA,NA,NA,3811,3121
42980,0,0,1,NA,NA,NA,NA,2791,430,2791,430
42985,1,0,0,1295,1110,NA,NA,NA,NA,1295,1110
42987,0,0,1,NA,NA,NA,NA,10685,1243,10685,1243
42990,0,0,1,NA,NA,NA,NA,906,103,906,103
43000,0,1,0,NA,NA,17652,3596,NA,NA,17652,3596
43005,1,0,0,794,701,NA,NA,NA,NA,794,701
43006,0,0,0,NA,NA,NA,NA,830,183,830,183
43011,1,0,0,1352,1107,NA,NA,NA,NA,1352,1107
43017,0,0,0,NA,NA,NA,NA,6798,566,6798,566
43025,0,1,0,NA,NA,1993,401,NA,NA,1993,401
43027,1,0,0,1600,1333,NA,NA,NA,NA,1600,1333
43035,1,0,0,1039,1001,NA,NA,NA,NA,1039,1001
43045,1,1,0,4371,3515,4357,811,NA,NA,4364,2163
43050,0,1,1,NA,NA,3914,994,7217,613,5565.5,803.5
43063,0,1,0,NA,NA,45885,10513,NA,NA,45885,10513
43068,1,0,0,953,786,NA,NA,NA,NA,953,786
43070,1,0,0,1046,849,NA,NA,NA,NA,1046,849
43071,1,1,1,11580,9401,12868,2676,12358,856,12268.6666666667,4311
43076,1,0,0,484,388,NA,NA,NA,NA,484,388
43081,1,0,0,1445,1441,NA,NA,NA,NA,1445,1441
43082,0,1,1,NA,NA,7056,1700,7400,866,7228,1283
43084,1,0,0,4042,3244,NA,NA,NA,NA,4042,3244
43096,1,0,0,861,761,NA,NA,NA,NA,861,761
43102,1,1,1,789,639,789,136,789,135,789,303.333333333333
43103,0,0,0,NA,NA,NA,NA,1982,272,1982,272
43108,1,0,0,1145,1089,NA,NA,NA,NA,1145,1089
43111,0,0,1,NA,NA,NA,NA,22241,1386,22241,1386
43112,1,0,0,618,600,NA,NA,NA,NA,618,600
43118,1,0,0,211,180,NA,NA,NA,NA,211,180
43126,1,0,0,3174,2609,NA,NA,NA,NA,3174,2609
43129,1,0,0,858,701,NA,NA,NA,NA,858,701
43131,0,0,1,NA,NA,NA,NA,4222,518,4222,518
43133,1,0,0,2346,1912,NA,NA,NA,NA,2346,1912
43135,1,1,1,12675,10209,12674,2451,16152,1780,13833.6666666667,4813.33333333333
43140,1,0,1,15950,13707,NA,NA,18380,1518,17165,7612.5
43154,1,0,1,10190,8783,NA,NA,14445,1021,12317.5,4902
43160,1,0,1,19085,15392,NA,NA,22013,1848,20549,8620
53168,1,0,0,4947,4073,NA,NA,NA,NA,4947,4073
53169,1,0,0,14411,11466,NA,NA,NA,NA,14411,11466
53172,0,1,1,NA,NA,7253,1413,6727,842,6990,1127.5
53173,1,0,1,4585,3982,NA,NA,5289,484,4937,2233
53177,1,0,1,511,440,NA,NA,462,83,486.5,261.5
53179,0,1,1,NA,NA,3999,741,3993,526,3996,633.5
53182,0,0,1,NA,NA,NA,NA,4345,556,4345,556
53186,1,0,0,1666,1355,NA,NA,NA,NA,1666,1355
53189,0,0,1,NA,NA,NA,NA,15438,891,15438,891
53194,1,0,0,5890,5023,NA,NA,NA,NA,5890,5023
53195,0,0,1,NA,NA,NA,NA,119565,5307,119565,5307
53197,1,0,0,3357,3020,NA,NA,NA,NA,3357,3020
53198,0,1,0,NA,NA,3551,704,NA,NA,3551,704
53202,0,1,0,NA,NA,2058,440,NA,NA,2058,440
53206,1,0,0,930,838,NA,NA,NA,NA,930,838
53209,1,1,0,860,703,872,209,NA,NA,866,456
53210,1,1,0,362144,292584,392326,72116,NA,NA,377235,182350
53212,1,0,1,7226,5458,NA,NA,8289,677,7757.5,3067.5
53213,0,0,1,NA,NA,NA,NA,38201,1906,38201,1906
53217,1,0,0,645,523,NA,NA,NA,NA,645,523
53219,1,0,0,16993,14126,NA,NA,NA,NA,16993,14126
53220,0,0,1,NA,NA,NA,NA,15854,1422,15854,1422
53222,0,0,1,NA,NA,NA,NA,109,32,109,32
53223,0,0,0,NA,NA,NA,NA,2403,446,2403,446
53226,1,0,0,472,358,NA,NA,NA,NA,472,358
53228,0,0,1,NA,NA,NA,NA,6792,527,6792,527
53229,0,0,1,NA,NA,NA,NA,1937,243,1937,243
53230,1,0,0,733,618,NA,NA,NA,NA,733,618
53233,0,0,1,NA,NA,NA,NA,2029,172,2029,172
53241,0,1,1,NA,NA,2199,442,3305,418,2752,430
53245,0,1,1,NA,NA,44384,10597,49880,3070,47132,6833.5
53246,0,1,1,NA,NA,3248,623,3801,673,3524.5,648
53252,1,0,0,2291,1872,NA,NA,NA,NA,2291,1872
53260,0,0,1,NA,NA,NA,NA,12818,1503,12818,1503
53266,1,0,0,4371,3539,NA,NA,NA,NA,4371,3539
53272,0,0,1,NA,NA,NA,NA,14817,1166,14817,1166
53276,0,0,0,NA,NA,NA,NA,2285,454,2285,454
53278,1,0,0,2113,1840,NA,NA,NA,NA,2113,1840
53283,0,0,1,NA,NA,NA,NA,6554,787,6554,787
53286,1,0,0,1266,1106,NA,NA,NA,NA,1266,1106
53290,1,0,0,591,451,NA,NA,NA,NA,591,451
53291,1,0,0,2648,2128,NA,NA,NA,NA,2648,2128
53308,0,0,1,NA,NA,NA,NA,332631,12828,332631,12828
53309,1,0,0,850,746,NA,NA,NA,NA,850,746
53313,1,0,0,8076,7108,NA,NA,NA,NA,8076,7108
53321,1,0,0,1106,1064,NA,NA,NA,NA,1106,1064
53325,1,1,0,4748,3877,5884,1196,NA,NA,5316,2536.5
53326,0,0,1,NA,NA,NA,NA,36692,2277,36692,2277
53327,1,0,0,728,638,NA,NA,NA,NA,728,638
53331,1,1,1,2707,2222,3091,566,4092,301,3296.66666666667,1029.66666666667
53333,0,1,0,NA,NA,2544,483,NA,NA,2544,483
53334,1,0,0,2354,2870,NA,NA,NA,NA,2354,2870
53336,1,0,0,1821,1570,NA,NA,NA,NA,1821,1570
53341,1,0,0,19823,15975,NA,NA,NA,NA,19823,15975
53344,0,1,1,NA,NA,3429,836,10805,1234,7117,1035
53346,0,0,1,NA,NA,NA,NA,13518,1031,13518,1031
53351,1,0,0,1032,866,NA,NA,NA,NA,1032,866
53354,0,0,0,NA,NA,NA,NA,516590,20404,516590,20404
53355,1,0,0,1232,1046,NA,NA,NA,NA,1232,1046
53363,0,0,0,NA,NA,NA,NA,11526,1242,11526,1242
53368,1,0,0,448,346,NA,NA,NA,NA,448,346
53372,0,0,0,NA,NA,NA,NA,517034,19439,517034,19439
53373,0,1,0,NA,NA,11222,2420,NA,NA,11222,2420
53377,1,0,0,78766,65591,NA,NA,NA,NA,78766,65591
53380,1,0,0,4347,3610,NA,NA,NA,NA,4347,3610
53381,0,0,1,NA,NA,NA,NA,57960,3291,57960,3291
53385,1,1,1,839,711,1035,253,979,251,951,405
53388,1,0,0,5108,4186,NA,NA,NA,NA,5108,4186
53392,1,1,0,3703,2998,4728,980,NA,NA,4215.5,1989
53396,1,0,0,2061,1706,NA,NA,NA,NA,2061,1706
53400,1,0,0,1137,951,NA,NA,NA,NA,1137,951
53401,0,0,1,NA,NA,NA,NA,12499,964,12499,964
53405,0,1,0,NA,NA,6625,1481,NA,NA,6625,1481
53406,0,0,0,NA,NA,NA,NA,5114,469,5114,469
53409,0,0,0,NA,NA,NA,NA,83713,3791,83713,3791
53412,1,1,0,5011,4046,5008,908,NA,NA,5009.5,2477
53413,1,0,0,2335,1892,NA,NA,NA,NA,2335,1892
53415,0,0,1,NA,NA,NA,NA,4033,482,4033,482
53416,0,0,1,NA,NA,NA,NA,7665,1199,7665,1199
53427,1,0,1,1337,1075,NA,NA,1985,435,1661,755
53434,0,0,1,NA,NA,NA,NA,29142,2405,29142,2405
53440,1,1,0,1108,929,1108,240,NA,NA,1108,584.5
53447,1,0,0,971,790,NA,NA,NA,NA,971,790
53451,0,0,1,NA,NA,NA,NA,3129,544,3129,544
53453,1,0,0,2692,2192,NA,NA,NA,NA,2692,2192
53456,1,0,1,16728,13628,NA,NA,21737,1433,19232.5,7530.5
53462,1,0,0,2236,1963,NA,NA,NA,NA,2236,1963
53466,1,0,0,2235,2252,NA,NA,NA,NA,2235,2252
53469,0,1,0,NA,NA,3180,626,NA,NA,3180,626
53471,1,0,0,1336,1108,NA,NA,NA,NA,1336,1108
53476,1,1,1,1312,1101,1312,298,1490,175,1371.33333333333,524.666666666667
53478,1,0,0,1032,854,NA,NA,NA,NA,1032,854
53484,1,1,0,4009,3658,4877,1403,NA,NA,4443,2530.5
53485,0,0,1,NA,NA,NA,NA,4445,393,4445,393
53488,1,0,1,1871,1541,NA,NA,2461,340,2166,940.5
53493,1,0,1,2930,2449,NA,NA,3061,398,2995.5,1423.5
53494,1,0,0,915,782,NA,NA,NA,NA,915,782
53499,1,0,0,4227,3551,NA,NA,NA,NA,4227,3551
53501,0,0,1,NA,NA,NA,NA,255,44,255,44
53506,0,0,0,NA,NA,NA,NA,37297,2757,37297,2757
53514,1,0,1,3973,3275,NA,NA,4414,745,4193.5,2010
53515,1,0,0,909,763,NA,NA,NA,NA,909,763
53516,1,1,0,1504,1319,1504,356,NA,NA,1504,837.5
53521,0,0,0,NA,NA,NA,NA,3417,571,3417,571
53522,1,1,0,3692,3056,3696,829,NA,NA,3694,1942.5
53527,0,0,0,NA,NA,NA,NA,3470,449,3470,449
53528,1,0,0,10112,8194,NA,NA,NA,NA,10112,8194
53529,0,0,1,NA,NA,NA,NA,18987,1149,18987,1149
53534,1,0,0,1718,1403,NA,NA,NA,NA,1718,1403
53542,1,1,1,4023,3585,4767,1263,5884,865,4891.33333333333,1904.33333333333
53552,0,0,1,NA,NA,NA,NA,9235,1717,9235,1717
53553,1,0,0,1493,1239,NA,NA,NA,NA,1493,1239
53565,1,0,0,2363,1900,NA,NA,NA,NA,2363,1900
53567,1,0,0,1345,1013,NA,NA,NA,NA,1345,1013
53570,0,0,1,NA,NA,NA,NA,12182,777,12182,777
53571,1,0,1,6132,5204,NA,NA,6479,781,6305.5,2992.5
53577,1,1,0,2302,1851,2295,418,NA,NA,2298.5,1134.5
53581,0,0,1,NA,NA,NA,NA,17719,1337,17719,1337
53586,1,1,0,526,423,526,90,NA,NA,526,256.5
53596,0,1,0,NA,NA,7873,1487,NA,NA,7873,1487
53598,1,0,0,1456,1253,NA,NA,NA,NA,1456,1253
53604,1,0,0,1480,1327,NA,NA,NA,NA,1480,1327
53606,1,0,0,27608,23204,NA,NA,NA,NA,27608,23204
53616,0,1,1,NA,NA,101754,19152,-1,-1,50876.5,9575.5
53617,1,0,0,1245,1168,NA,NA,NA,NA,1245,1168
53620,1,0,0,482,393,NA,NA,NA,NA,482,393
53621,1,0,0,3420,2874,NA,NA,NA,NA,3420,2874
53622,1,0,0,1104,895,NA,NA,NA,NA,1104,895
53624,1,1,0,3927,3151,3927,726,NA,NA,3927,1938.5
53625,1,0,0,829,689,NA,NA,NA,NA,829,689
53629,1,0,0,1800,1474,NA,NA,NA,NA,1800,1474
53636,0,0,1,NA,NA,NA,NA,35446,1978,35446,1978
53640,0,0,0,NA,NA,NA,NA,5665,832,5665,832
53642,0,0,1,NA,NA,NA,NA,2320,337,2320,337
53653,1,0,0,4272,3784,NA,NA,NA,NA,4272,3784
53654,0,0,1,NA,NA,NA,NA,5455,497,5455,497
53656,1,1,1,5015,4519,5599,1272,9037,722,6550.33333333333,2171
53657,1,1,0,7613,6477,8609,1830,NA,NA,8111,4153.5
53658,0,0,1,NA,NA,NA,NA,7504,647,7504,647
53664,1,1,0,4091,3322,4634,964,NA,NA,4362.5,2143
53665,1,0,0,818,679,NA,NA,NA,NA,818,679
53667,0,1,0,NA,NA,1178,308,NA,NA,1178,308
53671,0,0,1,NA,NA,NA,NA,17803,1352,17803,1352
53677,1,0,0,1595,1315,NA,NA,NA,NA,1595,1315
53689,1,1,0,821,654,821,133,NA,NA,821,393.5
53691,1,1,1,1673,1248,1673,250,2134,251,1826.66666666667,583
53694,1,0,0,312,248,NA,NA,NA,NA,312,248
53697,1,0,0,248,202,NA,NA,NA,NA,248,202
53700,1,0,0,662,533,NA,NA,NA,NA,662,533
53703,1,0,1,31373,26241,NA,NA,39950,2784,35661.5,14512.5
53708,1,1,1,12075,9874,12650,2525,12680,978,12468.3333333333,4459
53709,1,0,0,94,71,NA,NA,NA,NA,94,71
53721,1,0,1,583,518,NA,NA,583,80,583,299
53725,1,1,1,2148,1783,2199,506,9106,807,4484.33333333333,1032
53731,0,0,1,NA,NA,NA,NA,7113,865,7113,865
53732,0,0,1,NA,NA,NA,NA,6638,532,6638,532
53735,1,0,0,302,235,NA,NA,NA,NA,302,235
53742,1,0,0,1649,1363,NA,NA,NA,NA,1649,1363
53743,1,1,0,7126,5797,7070,1337,NA,NA,7098,3567
53746,1,0,0,13339,10893,NA,NA,NA,NA,13339,10893
53748,0,0,1,NA,NA,NA,NA,4556,526,4556,526
53749,0,0,1,NA,NA,NA,NA,123856,5377,123856,5377
53756,1,0,0,958,1005,NA,NA,NA,NA,958,1005
53761,0,0,0,NA,NA,NA,NA,336595,13063,336595,13063
53764,1,0,1,13685,11985,NA,NA,13159,974,13422,6479.5
53767,1,0,0,200,178,NA,NA,NA,NA,200,178
53769,1,0,1,147085,120694,NA,NA,188023,7008,167554,63851
53772,1,1,0,4800,4421,4832,1606,NA,NA,4816,3013.5
53773,1,0,0,673,553,NA,NA,NA,NA,673,553
53775,1,0,0,1295,1080,NA,NA,NA,NA,1295,1080
53778,0,0,0,NA,NA,NA,NA,12115,1737,12115,1737
53781,0,1,0,NA,NA,7518,1599,NA,NA,7518,1599
53783,1,0,0,2529,2036,NA,NA,NA,NA,2529,2036
53788,0,0,1,NA,NA,NA,NA,138907,5599,138907,5599
53790,1,0,0,3692,3069,NA,NA,NA,NA,3692,3069
53793,1,1,0,1383,1150,1698,300,NA,NA,1540.5,725
53801,0,0,0,NA,NA,NA,NA,2634,436,2634,436
53806,1,0,1,1526,1216,NA,NA,1350,98,1438,657
53810,1,0,0,926,744,NA,NA,NA,NA,926,744
53818,1,0,0,1077,897,NA,NA,NA,NA,1077,897
53819,0,1,0,NA,NA,4259,888,NA,NA,4259,888
53824,0,0,1,NA,NA,NA,NA,4028,479,4028,479
53829,0,0,1,NA,NA,NA,NA,1550,287,1550,287
53837,0,0,0,NA,NA,NA,NA,27529,3133,27529,3133
53841,1,0,0,1497,1244,NA,NA,NA,NA,1497,1244
53849,1,0,0,1593,1318,NA,NA,NA,NA,1593,1318
53850,1,1,0,25751,22438,29735,7209,NA,NA,27743,14823.5
53854,1,0,0,32726,26424,NA,NA,NA,NA,32726,26424
53858,0,1,0,NA,NA,4662,922,NA,NA,4662,922
53861,1,1,1,5835,4900,6325,1502,6491,1124,6217,2508.66666666667
53864,1,0,0,-1,-1,NA,NA,NA,NA,-1,-1
53870,1,0,0,2318,1898,NA,NA,NA,NA,2318,1898
53871,0,0,1,NA,NA,NA,NA,15963,1120,15963,1120
53873,0,1,0,NA,NA,251680,46222,NA,NA,251680,46222
53880,1,0,1,12214,9910,NA,NA,16923,1368,14568.5,5639
53887,1,0,1,443,373,NA,NA,414,86,428.5,229.5
53890,1,0,0,788,591,NA,NA,NA,NA,788,591
53891,0,0,0,NA,NA,NA,NA,13925,956,13925,956
53898,1,0,0,416,307,NA,NA,NA,NA,416,307
53907,1,0,0,1012,820,NA,NA,NA,NA,1012,820
53910,0,0,1,NA,NA,NA,NA,8728,799,8728,799
53917,1,0,0,1658,1357,NA,NA,NA,NA,1658,1357
53918,1,0,1,460,471,NA,NA,705,122,582.5,296.5
53920,1,0,0,1165,927,NA,NA,NA,NA,1165,927
53921,0,0,1,NA,NA,NA,NA,17500,1309,17500,1309
53926,1,0,0,1512,1604,NA,NA,NA,NA,1512,1604
53935,0,0,1,NA,NA,NA,NA,11145,843,11145,843
53936,1,1,0,-1,-1,-1,-1,NA,NA,-1,-1
53943,1,0,0,1413,1160,NA,NA,NA,NA,1413,1160
53960,0,0,1,NA,NA,NA,NA,10900,673,10900,673
63964,1,0,0,3875,3437,NA,NA,NA,NA,3875,3437
63970,1,0,1,158,135,NA,NA,1033,228,595.5,181.5
63972,0,0,1,NA,NA,NA,NA,71230,3451,71230,3451
63977,1,0,0,10283,9128,NA,NA,NA,NA,10283,9128
63981,1,0,0,511,437,NA,NA,NA,NA,511,437
63982,1,1,1,19404,15945,21253,4384,28037,1462,22898,7263.66666666667
63984,1,0,0,2420,2457,NA,NA,NA,NA,2420,2457
63986,0,1,0,NA,NA,2947,829,NA,NA,2947,829
63989,0,0,1,NA,NA,NA,NA,877067,31128,877067,31128
63991,0,1,0,NA,NA,1559,333,NA,NA,1559,333
63992,1,0,0,543,437,NA,NA,NA,NA,543,437
63994,1,0,0,879,722,NA,NA,NA,NA,879,722
63995,1,0,0,1480,1230,NA,NA,NA,NA,1480,1230
63996,1,0,0,1018,815,NA,NA,NA,NA,1018,815
63999,1,1,0,1353,1261,1353,492,NA,NA,1353,876.5
64000,1,0,0,2254,1993,NA,NA,NA,NA,2254,1993
64003,0,0,0,NA,NA,NA,NA,10987,945,10987,945
64004,0,0,1,NA,NA,NA,NA,1931,335,1931,335
64006,0,0,1,NA,NA,NA,NA,3726,292,3726,292
64021,0,1,1,NA,NA,80893,16306,76754,3692,78823.5,9999
64022,1,0,0,2205,1813,NA,NA,NA,NA,2205,1813
64023,1,0,0,2828,2795,NA,NA,NA,NA,2828,2795
64026,1,0,0,1388,1125,NA,NA,NA,NA,1388,1125
64029,1,0,1,4356,3718,NA,NA,4746,707,4551,2212.5
64031,1,1,0,40789,33412,44954,9037,NA,NA,42871.5,21224.5
64034,1,0,0,725,587,NA,NA,NA,NA,725,587
64035,0,0,1,NA,NA,NA,NA,10917,793,10917,793
64036,0,0,1,NA,NA,NA,NA,1540,176,1540,176
64037,1,1,1,358,277,358,48,358,62,358,129
64044,1,0,0,89,80,NA,NA,NA,NA,89,80
64048,1,0,0,299,242,NA,NA,NA,NA,299,242
64050,0,0,1,NA,NA,NA,NA,55790,2820,55790,2820
64056,0,1,1,NA,NA,7920,1497,9171,895,8545.5,1196
64058,1,0,0,5866,4762,NA,NA,NA,NA,5866,4762
64060,1,0,0,1331,1089,NA,NA,NA,NA,1331,1089
64063,1,0,0,3437,2846,NA,NA,NA,NA,3437,2846
64067,1,0,0,2398,2104,NA,NA,NA,NA,2398,2104
